chuva,deviceid,distancia,timestamp,varaltura,volume,alagamento
1,1,43,2023-05-02 06:12:48.103,9,0,0
1,1,43,2023-05-02 06:13:50.166,9,0,0
1,1,43,2023-05-02 06:14:53.23,9,0,0
1,1,44,2023-05-02 06:15:55.294,8,0,0
1,1,43,2023-05-02 06:16:57.357,9,0,0
1,1,43,2023-05-02 06:18:00.422,9,0,0
1,1,43,2023-05-02 06:19:02.485,9,0,0
1,1,43,2023-05-02 06:20:04.548,9,0,0
1,1,43,2023-05-02 06:21:07.613,9,0,0
1,1,44,2023-05-02 06:22:09.676,8,0,0
1,1,43,2023-05-02 06:23:11.739,9,0,0
1,1,44,2023-05-02 06:24:14.804,8,0,0
1,1,43,2023-05-02 06:25:16.867,9,0,0
1,1,43,2023-05-02 06:26:18.931,9,0,0
1,1,45,2023-05-02 06:27:21.996,7,0,0
1,1,44,2023-05-02 06:28:24.059,8,0,0
1,1,43,2023-05-02 06:29:26.122,9,0,0
1,1,44,2023-05-02 06:30:29.187,8,0,0
1,1,43,2023-05-02 06:31:31.249,9,0,0
1,1,44,2023-05-02 06:32:33.314,8,0,0
1,1,43,2023-05-02 06:33:36.378,9,0,0
1,1,42,2023-05-02 06:34:38.441,10,0,0
1,1,44,2023-05-02 06:35:40.504,8,0,0
1,1,43,2023-05-02 06:36:43.568,9,0,0
1,1,43,2023-05-02 06:37:46.633,9,0,0
1,1,43,2023-05-02 06:38:47.695,9,0,0
1,1,42,2023-05-02 06:39:50.76,10,0,0
1,1,42,2023-05-02 06:40:53.823,10,0,0
1,1,43,2023-05-02 06:41:54.886,9,0,0
1,1,42,2023-05-02 06:44:01.015,10,0,0
1,1,43,2023-05-02 06:45:02.077,9,0,0
1,1,42,2023-05-02 06:46:05.142,10,0,0
1,1,43,2023-05-02 06:47:08.206,9,0,0
1,1,43,2023-05-02 06:48:09.268,9,0,0
1,1,43,2023-05-02 06:49:12.333,9,0,0
1,1,44,2023-05-02 06:50:14.395,8,0,0
1,1,42,2023-05-02 06:51:16.459,10,0,0
1,1,44,2023-05-02 06:52:19.524,8,0,0
1,1,42,2023-05-02 06:54:23.649,10,0,0
1,1,43,2023-05-02 06:55:26.714,9,0,0
1,1,43,2023-05-02 06:56:29.778,9,0,0
1,1,42,2023-05-02 06:57:30.84,10,0,0
1,1,43,2023-05-02 06:58:33.905,9,0,0
1,1,43,2023-05-02 06:59:36.969,9,0,0
1,1,43,2023-05-02 07:00:38.032,9,0,0
1,1,44,2023-05-02 07:01:41.096,8,0,0
1,1,44,2023-05-02 07:02:44.16,8,0,0
1,1,44,2023-05-02 07:03:45.218,8,0,0
1,1,43,2023-05-02 07:04:48.287,9,0,0
1,1,43,2023-05-02 07:05:51.35,9,0,0
1,1,44,2023-05-02 07:06:52.412,8,0,0
1,1,43,2023-05-02 07:07:55.465,9,0,0
1,1,44,2023-05-02 07:08:58.542,8,0,0
1,1,45,2023-05-02 07:09:59.605,7,0,0
1,1,43,2023-05-02 07:11:02.659,9,0,0
1,1,43,2023-05-02 07:12:05.734,9,0,0
1,1,43,2023-05-02 07:13:06.796,9,0,0
1,1,46,2023-05-02 07:14:09.861,6,0,0
1,1,43,2023-05-02 07:15:12.923,9,0,0
1,1,43,2023-05-02 07:16:13.988,9,0,0
1,1,44,2023-05-02 07:17:17.052,8,0,0
1,1,45,2023-05-02 07:18:20.116,7,0,0
1,1,44,2023-05-02 07:19:21.171,8,0,0
1,1,44,2023-05-02 07:20:24.242,8,0,0
1,1,45,2023-05-02 07:21:27.307,7,0,0
1,1,44,2023-05-02 07:22:28.365,8,0,0
1,1,45,2023-05-02 07:23:31.434,7,0,0
1,1,45,2023-05-02 07:24:34.499,7,0,0
1,1,43,2023-05-02 07:25:35.559,9,0,0
1,1,43,2023-05-02 07:26:38.613,9,0,0
1,1,41,2023-05-02 07:27:41.69,11,0,0
1,1,44,2023-05-02 07:28:42.752,8,0,0
1,1,43,2023-05-02 07:29:45.816,9,0,0
1,1,40,2023-05-02 07:30:48.881,12,0,0
1,1,43,2023-05-02 07:31:49.943,9,0,0
1,1,43,2023-05-02 07:32:53.008,9,0,0
1,1,46,2023-05-02 07:33:56.071,6,0,0
1,1,42,2023-05-02 07:34:57.123,10,0,0
1,1,43,2023-05-02 07:36:00.199,9,0,0
1,1,43,2023-05-02 07:37:03.263,9,0,0
1,1,43,2023-05-02 07:38:04.318,9,0,0
1,1,46,2023-05-02 07:39:07.39,6,0,0
1,1,46,2023-05-02 07:40:10.454,6,0,0
1,1,47,2023-05-02 07:41:11.512,5,0,0
1,1,43,2023-05-02 07:42:14.566,9,0,0
1,1,46,2023-05-02 07:43:17.645,6,0,0
1,1,49,2023-05-02 07:44:18.708,3,0,0
1,1,45,2023-05-02 07:45:21.76,7,0,0
1,1,47,2023-05-02 07:46:24.836,5,0,0
1,1,45,2023-05-02 07:47:25.899,7,0,0
1,1,49,2023-05-02 07:48:28.963,3,0,0
1,1,47,2023-05-02 07:49:32.023,5,0,0
1,1,48,2023-05-02 07:50:33.09,4,0,0
1,1,46,2023-05-02 07:51:36.154,6,0,0
1,1,49,2023-05-02 07:52:39.218,3,0,0
1,1,47,2023-05-02 07:53:40.272,5,0,0
1,1,47,2023-05-02 07:54:43.345,5,0,0
1,1,47,2023-05-02 07:55:46.41,5,0,0
1,1,46,2023-05-02 07:56:47.466,6,0,0
1,1,48,2023-05-02 07:57:50.537,4,0,0
1,1,48,2023-05-02 07:58:53.602,4,0,0
1,1,46,2023-05-02 07:59:54.66,6,0,0
1,1,44,2023-05-02 08:00:57.713,8,0,0
1,1,46,2023-05-02 08:02:00.793,6,0,0
1,1,47,2023-05-02 08:03:01.855,5,0,0
1,1,47,2023-05-02 08:04:04.92,5,0,0
1,1,48,2023-05-02 08:05:07.983,4,0,0
1,1,47,2023-05-02 08:06:09.045,5,0,0
1,1,48,2023-05-02 08:07:12.111,4,0,0
1,1,47,2023-05-02 08:08:15.172,5,0,0
1,1,47,2023-05-02 08:09:16.237,5,0,0
1,1,46,2023-05-02 08:10:19.302,6,0,0
1,1,47,2023-05-02 08:11:22.365,5,0,0
1,1,45,2023-05-02 08:12:23.419,7,0,0
1,1,45,2023-05-02 08:13:26.492,7,0,0
1,1,46,2023-05-02 08:14:29.556,6,0,0
1,1,47,2023-05-02 08:15:30.613,5,0,0
1,1,47,2023-05-02 08:16:33.683,5,0,0
1,1,46,2023-05-02 08:17:36.748,6,0,0
1,1,45,2023-05-02 08:18:37.81,7,0,0
1,1,47,2023-05-02 08:19:40.861,5,0,0
1,1,45,2023-05-02 08:20:43.939,7,0,0
1,1,47,2023-05-02 08:21:45.0,5,0,0
1,1,47,2023-05-02 08:22:48.064,5,0,0
1,1,46,2023-05-02 08:23:51.13,6,0,0
1,1,47,2023-05-02 08:24:52.191,5,0,0
1,1,47,2023-05-02 08:25:55.256,5,0,0
1,1,45,2023-05-02 08:26:58.319,7,0,0
1,1,46,2023-05-02 08:27:59.372,6,0,0
1,1,49,2023-05-02 08:29:02.447,3,0,0
1,1,46,2023-05-02 08:30:05.511,6,0,0
1,1,46,2023-05-02 08:31:06.566,6,0,0
1,1,47,2023-05-02 08:32:09.638,5,0,0
1,1,45,2023-05-02 08:33:12.702,7,0,0
1,1,46,2023-05-02 08:34:13.761,6,0,0
1,1,45,2023-05-02 08:35:16.829,7,0,0
1,1,46,2023-05-02 08:36:19.893,6,0,0
1,1,46,2023-05-02 08:37:20.955,6,0,0
1,1,46,2023-05-02 08:38:24.008,6,0,0
1,1,46,2023-05-02 08:39:27.084,6,0,0
1,1,47,2023-05-02 08:40:28.147,5,0,0
1,1,46,2023-05-02 08:41:31.211,6,0,0
1,1,44,2023-05-02 08:42:34.273,8,0,0
1,1,46,2023-05-02 08:43:35.338,6,0,0
1,1,47,2023-05-02 08:44:37.402,5,0,0
1,1,47,2023-05-02 08:45:40.466,5,0,0
1,1,47,2023-05-02 08:46:42.52,5,0,0
1,1,47,2023-05-02 08:47:44.593,5,0,0
1,1,47,2023-05-02 08:48:47.657,5,0,0
1,1,47,2023-05-02 08:49:49.714,5,0,0
1,1,48,2023-05-02 08:50:51.784,4,0,0
1,1,45,2023-05-02 08:51:54.849,7,0,0
1,1,47,2023-05-02 08:52:56.912,5,0,0
1,1,47,2023-05-02 08:53:58.962,5,0,0
1,1,46,2023-05-02 08:55:02.04,6,0,0
1,1,48,2023-05-02 08:56:04.103,4,0,0
1,1,46,2023-05-02 08:57:06.167,6,0,0
1,1,49,2023-05-02 08:58:09.23,3,0,0
1,1,46,2023-05-02 08:59:11.293,6,0,0
1,1,46,2023-05-02 09:00:13.358,6,0,0
1,1,47,2023-05-02 09:01:16.42,5,0,0
1,1,46,2023-05-02 09:02:18.473,6,0,0
1,1,48,2023-05-02 09:03:20.549,4,0,0
1,1,45,2023-05-02 09:04:23.613,7,0,0
1,1,47,2023-05-02 09:05:25.668,5,0,0
1,1,47,2023-05-02 09:06:28.741,5,0,0
1,1,46,2023-05-02 09:07:31.805,6,0,0
1,1,47,2023-05-02 09:08:32.862,5,0,0
1,1,46,2023-05-02 09:09:34.931,6,0,0
1,1,47,2023-05-02 09:10:37.995,5,0,0
1,1,46,2023-05-02 09:11:41.06,6,0,0
1,1,47,2023-05-02 09:12:42.109,5,0,0
1,1,45,2023-05-02 09:13:45.186,7,0,0
1,1,46,2023-05-02 09:14:48.251,6,0,0
1,1,46,2023-05-02 09:15:49.313,6,0,0
1,1,46,2023-05-02 09:16:51.373,6,0,0
1,1,48,2023-05-02 09:17:54.441,4,0,0
1,1,48,2023-05-02 09:18:56.504,4,0,0
1,1,47,2023-05-02 09:19:58.568,5,0,0
1,1,46,2023-05-02 09:21:01.621,6,0,0
1,1,48,2023-05-02 09:22:03.695,4,0,0
1,1,48,2023-05-02 09:23:05.759,4,0,0
1,1,47,2023-05-02 09:24:08.814,5,0,0
1,1,47,2023-05-02 09:25:10.887,5,0,0
1,1,48,2023-05-02 09:26:12.95,4,0,0
1,1,47,2023-05-02 09:27:16.009,5,0,0
1,1,46,2023-05-02 09:28:18.078,6,0,0
1,1,48,2023-05-02 09:29:21.142,4,0,0
1,1,47,2023-05-02 09:30:24.207,5,0,0
1,1,45,2023-05-02 09:31:25.269,7,0,0
1,1,48,2023-05-02 09:32:28.334,4,0,0
1,1,51,2023-05-02 09:33:31.399,1,0,0
1,1,46,2023-05-02 09:34:32.461,6,0,0
1,1,48,2023-05-02 09:35:34.521,4,0,0
1,1,47,2023-05-02 09:36:37.573,5,0,0
1,1,46,2023-05-02 09:37:39.651,6,0,0
1,1,46,2023-05-02 09:38:42.715,6,0,0
1,1,47,2023-05-02 09:39:45.768,5,0,0
1,1,45,2023-05-02 09:40:46.843,7,0,0
1,1,46,2023-05-02 09:41:49.907,6,0,0
1,1,48,2023-05-02 09:42:52.962,4,0,0
1,1,47,2023-05-02 09:43:54.034,5,0,0
1,1,47,2023-05-02 09:44:57.099,5,0,0
1,1,46,2023-05-02 09:46:00.163,6,0,0
1,1,47,2023-05-02 09:47:01.21,5,0,0
1,1,49,2023-05-02 09:48:04.29,3,0,0
1,1,45,2023-05-02 09:49:07.354,7,0,0
1,1,45,2023-05-02 09:50:08.416,7,0,0
1,1,45,2023-05-02 09:51:11.474,7,0,0
1,1,48,2023-05-02 09:52:14.544,4,0,0
1,1,48,2023-05-02 09:53:15.608,4,0,0
1,1,46,2023-05-02 09:54:18.668,6,0,0
1,1,47,2023-05-02 09:55:21.722,5,0,0
1,1,47,2023-05-02 09:56:22.799,5,0,0
1,1,45,2023-05-02 09:57:24.862,7,0,0
1,1,46,2023-05-02 09:58:27.916,6,0,0
1,1,46,2023-05-02 09:59:29.99,6,0,0
1,1,45,2023-05-02 10:00:32.053,7,0,0
1,1,46,2023-05-02 10:01:35.11,6,0,0
1,1,46,2023-05-02 10:02:37.181,6,0,0
1,1,47,2023-05-02 10:03:39.244,5,0,0
1,1,45,2023-05-02 10:04:42.309,7,0,0
1,1,47,2023-05-02 10:05:44.372,5,0,0
1,1,46,2023-05-02 10:06:46.435,6,0,0
1,1,48,2023-05-02 10:07:49.5,4,0,0
1,1,46,2023-05-02 10:08:51.563,6,0,0
1,1,46,2023-05-02 10:09:53.622,6,0,0
1,1,48,2023-05-02 10:10:56.692,4,0,0
1,1,46,2023-05-02 10:11:58.754,6,0,0
1,1,46,2023-05-02 10:13:00.816,6,0,0
1,1,47,2023-05-02 10:14:03.882,5,0,0
1,1,48,2023-05-02 10:15:05.946,4,0,0
1,1,46,2023-05-02 10:16:08.01,6,0,0
1,1,49,2023-05-02 10:17:11.063,3,0,0
1,1,47,2023-05-02 10:18:13.137,5,0,0
1,1,48,2023-05-02 10:19:15.201,4,0,0
1,1,46,2023-05-02 10:20:18.265,6,0,0
1,1,46,2023-05-02 10:22:22.39,6,0,0
1,1,47,2023-05-02 10:23:25.455,5,0,0
1,1,46,2023-05-02 10:24:27.519,6,0,0
1,1,47,2023-05-02 10:25:29.582,5,0,0
1,1,47,2023-05-02 10:26:32.646,5,0,0
1,1,47,2023-05-02 10:28:36.769,5,0,0
1,1,49,2023-05-02 10:29:39.823,3,0,0
1,1,47,2023-05-02 10:30:41.9,5,0,0
1,1,48,2023-05-02 10:31:43.963,4,0,0
1,1,48,2023-05-02 10:32:47.017,4,0,0
1,1,45,2023-05-02 10:33:49.091,7,0,0
1,1,47,2023-05-02 10:34:51.154,5,0,0
1,1,47,2023-05-02 10:35:54.211,5,0,0
1,1,46,2023-05-02 10:36:56.282,6,0,0
1,1,44,2023-05-02 10:37:58.346,8,0,0
1,1,47,2023-05-02 10:39:01.41,5,0,0
1,1,46,2023-05-02 10:40:03.473,6,0,0
1,1,47,2023-05-02 10:41:05.537,5,0,0
1,1,45,2023-05-02 10:42:08.601,7,0,0
1,1,46,2023-05-02 10:43:11.666,6,0,0
1,1,48,2023-05-02 10:44:12.722,4,0,0
1,1,47,2023-05-02 10:45:15.792,5,0,0
1,1,46,2023-05-02 10:47:19.917,6,0,0
1,1,49,2023-05-02 10:48:22.97,3,0,0
1,1,45,2023-05-02 10:49:26.047,7,0,0
1,1,47,2023-05-02 10:50:27.109,5,0,0
1,1,45,2023-05-02 10:51:30.164,7,0,0
1,1,48,2023-05-02 10:53:34.299,4,0,0
1,1,46,2023-05-02 10:54:37.363,6,0,0
1,1,48,2023-05-02 10:55:40.428,4,0,0
1,1,48,2023-05-02 10:56:41.49,4,0,0
1,1,44,2023-05-02 10:57:44.555,8,0,0
1,1,46,2023-05-02 10:58:47.619,6,0,0
1,1,45,2023-05-02 10:59:48.682,7,0,0
1,1,47,2023-05-02 11:00:51.746,5,0,0
1,1,47,2023-05-02 11:01:54.811,5,0,0
1,1,46,2023-05-02 11:02:55.87,6,0,0
1,1,49,2023-05-02 11:03:58.923,3,0,0
1,1,48,2023-05-02 11:05:02.002,4,0,0
1,1,45,2023-05-02 11:06:03.063,7,0,0
1,1,46,2023-05-02 11:07:05.117,6,0,0
1,1,47,2023-05-02 11:08:08.192,5,0,0
1,1,46,2023-05-02 11:09:10.256,6,0,0
1,1,48,2023-05-02 11:10:12.311,4,0,0
1,1,46,2023-05-02 11:11:15.383,6,0,0
1,1,46,2023-05-02 11:12:17.446,6,0,0
1,1,48,2023-05-02 11:13:19.51,4,0,0
1,1,46,2023-05-02 11:14:22.575,6,0,0
1,1,48,2023-05-02 11:15:24.638,4,0,0
1,1,47,2023-05-02 11:16:26.701,5,0,0
1,1,47,2023-05-02 11:17:29.766,5,0,0
1,1,48,2023-05-02 11:18:31.823,4,0,0
1,1,45,2023-05-02 11:19:33.892,7,0,0
1,1,47,2023-05-02 11:20:36.956,5,0,0
1,1,49,2023-05-02 11:21:40.017,3,0,0
1,1,45,2023-05-02 11:22:41.07,7,0,0
1,1,49,2023-05-02 11:23:44.148,3,0,0
1,1,47,2023-05-02 11:24:46.211,5,0,0
1,1,47,2023-05-02 11:25:48.265,5,0,0
1,1,48,2023-05-02 11:26:51.339,4,0,0
1,1,46,2023-05-02 11:27:54.404,6,0,0
1,1,48,2023-05-02 11:28:55.459,4,0,0
1,1,47,2023-05-02 11:29:58.53,5,0,0
1,1,47,2023-05-02 11:31:01.595,5,0,0
1,1,46,2023-05-02 11:32:02.653,6,0,0
1,1,47,2023-05-02 11:33:05.721,5,0,0
1,1,47,2023-05-02 11:34:08.786,5,0,0
1,1,44,2023-05-02 11:35:09.848,8,0,0
1,1,47,2023-05-02 11:36:12.912,5,0,0
1,1,48,2023-05-02 11:37:15.971,4,0,0
1,1,47,2023-05-02 11:38:17.024,5,0,0
1,1,48,2023-05-02 11:39:20.094,4,0,0
1,1,46,2023-05-02 11:40:23.165,6,0,0
1,1,47,2023-05-02 11:41:24.218,5,0,0
1,1,46,2023-05-02 11:42:27.295,6,0,0
1,1,48,2023-05-02 11:43:30.359,4,0,0
1,1,47,2023-05-02 11:44:31.412,5,0,0
1,1,48,2023-05-02 11:46:36.548,4,0,0
1,1,48,2023-05-02 11:47:38.612,4,0,0
1,1,48,2023-05-02 11:48:41.676,4,0,0
1,1,48,2023-05-02 11:49:44.741,4,0,0
1,1,46,2023-05-02 11:50:45.804,6,0,0
1,1,47,2023-05-02 11:51:48.867,5,0,0
1,1,48,2023-05-02 11:52:51.924,4,0,0
1,1,45,2023-05-02 11:53:52.994,7,0,0
1,1,49,2023-05-02 11:54:56.059,3,0,0
1,1,45,2023-05-02 11:55:59.118,7,0,0
1,1,47,2023-05-02 11:57:00.172,5,0,0
1,1,46,2023-05-02 11:58:03.25,6,0,0
1,1,47,2023-05-02 11:59:06.312,5,0,0
1,1,47,2023-05-02 12:00:07.366,5,0,0
1,1,48,2023-05-02 12:01:10.442,4,0,0
1,1,46,2023-05-02 12:02:13.506,6,0,0
1,1,45,2023-05-02 12:03:14.56,7,0,0
1,1,47,2023-05-02 12:04:17.633,5,0,0
1,1,46,2023-05-02 12:05:20.697,6,0,0
1,1,46,2023-05-02 12:06:21.759,6,0,0
1,1,47,2023-05-02 12:07:24.824,5,0,0
1,1,46,2023-05-02 12:08:27.888,6,0,0
1,1,47,2023-05-02 12:09:28.948,5,0,0
1,1,46,2023-05-02 12:10:32.015,6,0,0
1,1,48,2023-05-02 12:11:35.072,4,0,0
1,1,47,2023-05-02 12:12:36.142,5,0,0
1,1,46,2023-05-02 12:13:39.206,6,0,0
1,1,46,2023-05-02 12:14:42.266,6,0,0
1,1,49,2023-05-02 12:15:43.319,3,0,0
1,1,47,2023-05-02 12:16:46.397,5,0,0
1,1,45,2023-05-02 12:17:48.459,7,0,0
1,1,48,2023-05-02 12:18:50.513,4,0,0
1,1,46,2023-05-02 12:19:53.588,6,0,0
1,1,48,2023-05-02 12:20:55.652,4,0,0
1,1,47,2023-05-02 12:21:57.715,5,0,0
1,1,47,2023-05-02 12:23:00.779,5,0,0
1,1,46,2023-05-02 12:24:02.843,6,0,0
1,1,48,2023-05-02 12:25:04.906,4,0,0
1,1,48,2023-05-02 12:26:07.971,4,0,0
1,1,47,2023-05-02 12:27:10.034,5,0,0
1,1,48,2023-05-02 12:28:12.097,4,0,0
1,1,46,2023-05-02 12:29:15.162,6,0,0
1,1,46,2023-05-02 12:30:17.219,6,0,0
1,1,46,2023-05-02 12:31:19.29,6,0,0
1,1,47,2023-05-02 12:32:22.353,5,0,0
1,1,47,2023-05-02 12:33:24.413,5,0,0
1,1,45,2023-05-02 12:34:26.466,7,0,0
1,1,46,2023-05-02 12:35:29.545,6,0,0
1,1,46,2023-05-02 12:36:31.608,6,0,0
1,1,46,2023-05-02 12:37:33.66,6,0,0
1,1,48,2023-05-02 12:38:36.736,4,0,0
1,1,47,2023-05-02 12:39:38.799,5,0,0
1,1,47,2023-05-02 12:40:40.863,5,0,0
1,1,47,2023-05-02 12:41:43.925,5,0,0
1,1,46,2023-05-02 12:42:45.991,6,0,0
1,1,48,2023-05-02 12:43:48.054,4,0,0
1,1,47,2023-05-02 12:44:51.118,5,0,0
1,1,45,2023-05-02 12:45:53.172,7,0,0
1,1,49,2023-05-02 12:46:55.245,3,0,0
1,1,46,2023-05-02 12:47:58.309,6,0,0
1,1,48,2023-05-02 12:49:00.366,4,0,0
1,1,47,2023-05-02 12:50:02.436,5,0,0
1,1,47,2023-05-02 12:51:05.501,5,0,0
1,1,46,2023-05-02 12:52:08.56,6,0,0
1,1,47,2023-05-02 12:53:09.614,5,0,0
1,1,49,2023-05-02 12:54:12.692,3,0,0
1,1,46,2023-05-02 12:55:15.756,6,0,0
1,1,45,2023-05-02 12:56:16.818,7,0,0
1,1,45,2023-05-02 12:57:19.883,7,0,0
1,1,47,2023-05-02 12:58:22.947,5,0,0
1,1,47,2023-05-02 12:59:24.01,5,0,0
1,1,47,2023-05-02 13:00:27.072,5,0,0
1,1,46,2023-05-02 13:01:30.138,6,0,0
1,1,47,2023-05-02 13:02:31.196,5,0,0
1,1,46,2023-05-02 13:03:34.265,6,0,0
1,1,46,2023-05-02 13:04:37.319,6,0,0
1,1,46,2023-05-02 13:05:38.392,6,0,0
1,1,47,2023-05-02 13:06:41.456,5,0,0
1,1,47,2023-05-02 13:07:44.513,5,0,0
1,1,46,2023-05-02 13:08:45.584,6,0,0
1,1,47,2023-05-02 13:09:48.647,5,0,0
1,1,46,2023-05-02 13:10:51.712,6,0,0
1,1,47,2023-05-02 13:11:52.761,5,0,0
1,1,46,2023-05-02 13:12:55.838,6,0,0
1,1,45,2023-05-02 13:13:58.903,7,0,0
1,1,47,2023-05-02 13:14:59.965,5,0,0
1,1,48,2023-05-02 13:16:03.03,4,0,0
1,1,44,2023-05-02 13:17:06.094,8,0,0
1,1,47,2023-05-02 13:18:07.156,5,0,0
1,1,47,2023-05-02 13:19:10.22,5,0,0
1,1,48,2023-05-02 13:20:13.273,4,0,0
1,1,46,2023-05-02 13:21:14.348,6,0,0
1,1,46,2023-05-02 13:22:17.412,6,0,0
1,1,45,2023-05-02 13:23:20.467,7,0,0
1,1,46,2023-05-02 13:24:21.54,6,0,0
1,1,47,2023-05-02 13:25:24.604,5,0,0
1,1,46,2023-05-02 13:26:27.661,6,0,0
1,1,46,2023-05-02 13:27:28.73,6,0,0
1,1,46,2023-05-02 13:28:31.795,6,0,0
1,1,45,2023-05-02 13:29:34.86,7,0,0
1,1,46,2023-05-02 13:30:35.909,6,0,0
1,1,45,2023-05-02 13:31:38.986,7,0,0
1,1,45,2023-05-02 13:32:42.051,7,0,0
1,1,45,2023-05-02 13:33:43.113,7,0,0
1,1,46,2023-05-02 13:34:46.173,6,0,0
1,1,44,2023-05-02 13:35:49.242,8,0,0
1,1,42,2023-05-02 13:36:50.304,10,0,0
1,1,47,2023-05-02 13:37:52.367,5,0,0
1,1,45,2023-05-02 13:38:55.419,7,0,0
1,1,47,2023-05-02 13:39:57.495,5,0,0
1,1,45,2023-05-02 13:41:00.56,7,0,0
1,1,46,2023-05-02 13:42:03.615,6,0,0
1,1,45,2023-05-02 13:43:04.686,7,0,0
1,1,44,2023-05-02 13:44:06.75,8,0,0
1,1,46,2023-05-02 13:45:09.809,6,0,0
1,1,45,2023-05-02 13:46:11.878,7,0,0
1,1,47,2023-05-02 13:47:13.941,5,0,0
1,1,44,2023-05-02 13:48:17.005,8,0,0
1,1,44,2023-05-02 13:49:19.069,8,0,0
1,1,46,2023-05-02 13:50:22.133,6,0,0
1,1,47,2023-05-02 13:51:25.197,5,0,0
1,1,47,2023-05-02 13:52:26.26,5,0,0
1,1,46,2023-05-02 13:53:29.32,6,0,0
1,1,46,2023-05-02 13:54:32.374,6,0,0
1,1,46,2023-05-02 13:55:33.451,6,0,0
1,1,46,2023-05-02 13:56:36.515,6,0,0
1,1,46,2023-05-02 13:57:39.568,6,0,0
1,1,46,2023-05-02 13:58:40.642,6,0,0
1,1,45,2023-05-02 13:59:43.706,7,0,0
1,1,44,2023-05-02 14:00:46.771,8,0,0
1,1,45,2023-05-02 14:01:47.833,7,0,0
1,1,45,2023-05-02 14:02:50.898,7,0,0
1,1,45,2023-05-02 14:03:53.963,7,0,0
1,1,46,2023-05-02 14:04:55.024,6,0,0
1,1,47,2023-05-02 14:05:57.089,5,0,0
1,1,47,2023-05-02 14:07:00.153,5,0,0
1,1,45,2023-05-02 14:08:02.216,7,0,0
1,1,47,2023-05-02 14:09:04.274,5,0,0
1,1,47,2023-05-02 14:10:07.343,5,0,0
1,1,44,2023-05-02 14:11:09.408,8,0,0
1,1,47,2023-05-02 14:12:11.468,5,0,0
1,1,45,2023-05-02 14:13:14.521,7,0,0
1,1,46,2023-05-02 14:14:16.599,6,0,0
1,1,46,2023-05-02 14:15:19.662,6,0,0
1,1,46,2023-05-02 14:16:22.716,6,0,0
1,1,46,2023-05-02 14:17:23.79,6,0,0
1,1,47,2023-05-02 14:18:26.854,5,0,0
1,1,44,2023-05-02 14:19:29.909,8,0,0
1,1,47,2023-05-02 14:20:30.981,5,0,0
1,1,46,2023-05-02 14:21:34.045,6,0,0
1,1,47,2023-05-02 14:22:37.11,5,0,0
1,1,45,2023-05-02 14:23:38.172,7,0,0
1,1,47,2023-05-02 14:24:41.237,5,0,0
1,1,45,2023-05-02 14:25:44.301,7,0,0
1,1,45,2023-05-02 14:26:45.363,7,0,0
1,1,44,2023-05-02 14:27:48.421,8,0,0
1,1,46,2023-05-02 14:28:51.492,6,0,0
1,1,44,2023-05-02 14:29:52.554,8,0,0
1,1,45,2023-05-02 14:30:55.615,7,0,0
1,1,45,2023-05-02 14:31:58.669,7,0,0
1,1,45,2023-05-02 14:32:59.746,7,0,0
1,1,45,2023-05-02 14:34:02.808,7,0,0
1,1,44,2023-05-02 14:35:05.863,8,0,0
1,1,46,2023-05-02 14:36:06.937,6,0,0
1,1,46,2023-05-02 14:37:10.001,6,0,0
1,1,46,2023-05-02 14:38:13.065,6,0,0
1,1,46,2023-05-02 14:39:14.128,6,0,0
1,1,43,2023-05-02 14:40:17.192,9,0,0
1,1,45,2023-05-02 14:41:20.257,7,0,0
1,1,45,2023-05-02 14:42:21.305,7,0,0
1,1,46,2023-05-02 14:43:24.375,6,0,0
1,1,45,2023-05-02 14:44:27.448,7,0,0
1,1,46,2023-05-02 14:45:28.51,6,0,0
1,1,46,2023-05-02 14:46:30.569,6,0,0
1,1,47,2023-05-02 14:47:33.638,5,0,0
1,1,46,2023-05-02 14:48:35.702,6,0,0
1,1,45,2023-05-02 14:49:37.763,7,0,0
1,1,43,2023-05-02 14:50:40.816,9,0,0
1,1,45,2023-05-02 14:51:42.893,7,0,0
1,1,46,2023-05-02 14:52:45.958,6,0,0
1,1,45,2023-05-02 14:53:49.01,7,0,0
1,1,46,2023-05-02 14:54:50.085,6,0,0
1,1,45,2023-05-02 14:55:52.148,7,0,0
1,1,45,2023-05-02 14:56:55.212,7,0,0
1,1,45,2023-05-02 14:57:57.275,7,0,0
1,1,45,2023-05-02 14:59:00.34,7,0,0
1,1,44,2023-05-02 15:00:03.404,8,0,0
1,1,46,2023-05-02 15:01:04.467,6,0,0
1,1,46,2023-05-02 15:02:07.522,6,0,0
1,1,47,2023-05-02 15:03:10.592,5,0,0
1,1,47,2023-05-02 15:04:11.658,5,0,0
1,1,45,2023-05-02 15:06:16.77,7,0,0
1,1,45,2023-05-02 15:07:18.848,7,0,0
1,1,45,2023-05-02 15:08:21.912,7,0,0
1,1,46,2023-05-02 15:09:24.964,6,0,0
1,1,46,2023-05-02 15:10:26.039,6,0,0
1,1,46,2023-05-02 15:11:29.104,6,0,0
1,1,46,2023-05-02 15:12:32.168,6,0,0
1,1,46,2023-05-02 15:13:33.23,6,0,0
1,1,45,2023-05-02 15:14:36.295,7,0,0
1,1,44,2023-05-02 15:15:39.359,8,0,0
1,1,45,2023-05-02 15:16:40.422,7,0,0
1,1,44,2023-05-02 15:17:43.486,8,0,0
